"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"4591","Native 26","gp",16,0.5,"!","{The_researcher_woke_the_assistant_up}","0",3059,0.5,0.5
"4604","Native 26","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",3394,0.5,0.5
"4613","Native 26","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",3088,0.5,0.5
"4617","Native 26","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",1883,0.5,0.5
"4624","Native 26","gp",18,0.5,"!","{The_father}","0",4087,0.5,0.5
"4627","Native 26","gp",5,-0.5,"!","{The_father_washed_the_boy}","0",2760,0.5,0.5
"4630","Native 26","gp",22,0.5,"!","{The_coach}","1",3603,0.5,0.5
"4639","Native 26","gp",2,0.5,"!","{The_baby}","1",1593,0.5,0.5
"4646","Native 26","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2495,0.5,0.5
"4649","Native 26","gp",3,-0.5,"!","{The_president}","1",1732,0.5,0.5
"4653","Native 26","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",2136,0.5,0.5
"4667","Native 26","gp",15,-0.5,"!","{The_boy}","1",1194,0.5,0.5
"4675","Native 26","gp",6,0.5,"!","{The_neighbour}","1",2045,0.5,0.5
"4678","Native 26","gp",10,0.5,"!","{The_General}","1",1724,0.5,0.5
"4698","Native 27","gp",10,-0.5,"!","{The_General}","1",1634,0.5,0.5
"4702","Native 27","gp",7,0.5,"!","{The_man_woke_the_lady_up}","0",2243,0.5,0.5
"4712","Native 27","gp",6,-0.5,"!","{The_neighbour}","1",1756,0.5,0.5
"4715","Native 27","gp",11,0.5,"!","{The_lady_woke_her_friend_up}","0",3330,0.5,0.5
"4726","Native 27","gp",21,0.5,"!","{The_child}","1",2131,0.5,0.5
"4733","Native 27","gp",24,-0.5,"!","{The_two_actresses_met_the_director}","0",5403,0.5,0.5
"4740","Native 27","gp",13,0.5,"!","{The_boy}","1",1334,0.5,0.5
"4747","Native 27","gp",23,0.5,"!","{The_mother_washed_the_child}","0",1656,0.5,0.5
"4750","Native 27","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",2099,0.5,0.5
"4757","Native 27","gp",14,-0.5,"!","{The_doctor}","0",1457,0.5,0.5
"4763","Native 27","gp",15,0.5,"!","{The_aunt_dressed_the_boy}","0",1600,0.5,0.5
"4774","Native 27","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",2631,0.5,0.5
"4781","Native 27","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2624,0.5,0.5
"4789","Native 27","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",4023,0.5,0.5
"4797","Native 27","gp",9,0.5,"!","{The_pianist}","0",2710,0.5,0.5
"4800","Native 27","gp",2,-0.5,"!","{The_baby}","1",1268,0.5,0.5
"4823","Native 27","gp",18,-0.5,"!","{The_baby}","1",1372,0.5,0.5
"4826","Native 27","gp",22,-0.5,"!","{The_coach}","1",1402,0.5,0.5
"4830","Native 27","gp",5,0.5,"!","{The_boy}","1",1739,0.5,0.5
"4837","Native 27","gp",17,0.5,"!","{The_terrorist}","1",1133,0.5,0.5
"4843","Native 27","gp",8,-0.5,"!","{Mary_dressed_the_boy}","0",2156,0.5,0.5
"4851","Native 27","gp",1,0.5,"!","{The_lawyer}","0",2366,0.5,0.5
"4855","Native 27","gp",19,0.5,"!","{The_coach_calmed_himself_down}","1",4316,0.5,0.5
"4859","Native 27","gp",3,0.5,"!","{The_two_journalists_met_each_other}","1",2802,0.5,0.5
"4882","Native 28","gp",20,0.5,"!","{The_man}","1",1913,0.5,0.5
"4890","Native 28","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",4439,0.5,0.5
"4897","Native 28","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",3103,0.5,0.5
"4901","Native 28","gp",13,-0.5,"!","{The_boy}","1",1799,0.5,0.5
"4908","Native 28","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",2850,0.5,0.5
"4912","Native 28","gp",10,0.5,"!","{The_two_soldiers_fought_each_other}","1",5439,0.5,0.5
"4923","Native 28","gp",24,0.5,"!","{The_actresses}","0",4008,0.5,0.5
"4929","Native 28","gp",4,0.5,"!","{The_friend}","1",2143,0.5,0.5
"4940","Native 28","gp",2,0.5,"!","{The_mother_dressed_herself}","1",2271,0.5,0.5
"4943","Native 28","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",3590,0.5,0.5
"4951","Native 28","gp",23,-0.5,"!","{The_mother_washed_herself}","1",2393,0.5,0.5
"4958","Native 28","gp",16,0.5,"!","{The_researcher}","0",3381,0.5,0.5
"4961","Native 28","gp",8,0.5,"!","{The_boy}","1",1616,0.5,0.5
"4971","Native 28","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",2103,0.5,0.5
"4974","Native 28","gp",17,-0.5,"!","{The_terrorist}","1",1313,0.5,0.5
"4977","Native 28","gp",12,0.5,"!","{The_baby}","1",1676,0.5,0.5
"4984","Native 28","gp",1,-0.5,"!","{The_man}","1",1467,0.5,0.5
"4990","Native 28","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",2981,0.5,0.5
"4993","Native 28","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",1565,0.5,0.5
"5000","Native 28","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",2574,0.5,0.5
"5008","Native 28","gp",21,-0.5,"!","{The_child}","1",2446,0.5,0.5
"5016","Native 28","gp",9,-0.5,"!","{The_singer}","1",1564,0.5,0.5
"5029","Native 28","gp",18,0.5,"!","{The_father_washed_himself}","1",1615,0.5,0.5
"5038","Native 28","gp",5,-0.5,"!","{The_boy}","1",1393,0.5,0.5
"5055","Native 29","gp",7,0.5,"!","{The_lady}","1",1373,0.5,0.5
"5062","Native 29","gp",18,-0.5,"!","{The_father_washed_himself}","1",3748,0.5,0.5
"5069","Native 29","gp",20,-0.5,"!","{The_man}","1",1432,0.5,0.5
"5073","Native 29","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",3210,0.5,0.5
"5077","Native 29","gp",5,0.5,"!","{The_father_washed_himself}","1",2313,0.5,0.5
"5081","Native 29","gp",8,-0.5,"!","{The_boy}","1",1774,0.5,0.5
"5092","Native 29","gp",24,-0.5,"!","{The_director}","1",985,0.5,0.5
"5100","Native 29","gp",16,-0.5,"!","{The_assistant}","1",1164,0.5,0.5
"5106","Native 29","gp",3,0.5,"!","{The_president}","1",1122,0.5,0.5
"5113","Native 29","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2293,0.5,0.5
"5125","Native 29","gp",9,0.5,"!","{The_pianist_calmed_himself_down}","1",2116,0.5,0.5
"5132","Native 29","gp",4,-0.5,"!","{The_friend}","1",1375,0.5,0.5
"5135","Native 29","gp",2,-0.5,"!","{The_mother_dressed_herself}","1",1555,0.5,0.5
"5138","Native 29","gp",12,-0.5,"!","{The_baby}","1",1238,0.5,0.5
"5149","Native 29","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",1328,0.5,0.5
"5155","Native 29","gp",21,0.5,"!","{Anna_dressed_herself}","1",1089,0.5,0.5
"5162","Native 29","gp",19,0.5,"!","{The_basketball_player}","1",1375,0.5,0.5
"5169","Native 29","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",2360,0.5,0.5
"5176","Native 29","gp",23,0.5,"!","{The_child}","1",1015,0.5,0.5
"5184","Native 29","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",1877,0.5,0.5
"5199","Native 29","gp",11,0.5,"!","{The_friend}","1",1151,0.5,0.5
"5202","Native 29","gp",15,0.5,"!","{The_boy}","1",989,0.5,0.5
"5212","Native 29","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",2001,0.5,0.5
"5216","Native 29","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",2144,0.5,0.5
"5239","Native 30","gp",3,-0.5,"!","{The_two_journalists}","0",3599,0.5,0.5
"5247","Native 30","gp",15,-0.5,"!","{The_boy}","1",1771,0.5,0.5
"5263","Native 30","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",3324,0.5,0.5
"5269","Native 30","gp",24,0.5,"!","{The_two_actresses_met_each_other}","1",4433,0.5,0.5
"5277","Native 30","gp",14,0.5,"!","{The_nurse}","1",2790,0.5,0.5
"5282","Native 30","gp",10,0.5,"!","{The_General}","1",1981,0.5,0.5
"5286","Native 30","gp",6,0.5,"!","{The_neighbour}","1",1736,0.5,0.5
"5290","Native 30","gp",8,0.5,"!","{Mary_dressed_herself}","1",1768,0.5,0.5
"5296","Native 30","gp",7,-0.5,"!","{The_lady}","1",1808,0.5,0.5
"5303","Native 30","gp",11,-0.5,"!","{The_friend}","1",1644,0.5,0.5
"5306","Native 30","gp",23,-0.5,"!","{The_child}","1",1576,0.5,0.5
"5309","Native 30","gp",5,-0.5,"!","{The_father_washed_himself}","1",2007,0.5,0.5
"5312","Native 30","gp",4,0.5,"!","{The_two_children_hugged_each_other}","1",2444,0.5,0.5
"5321","Native 30","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",1796,0.5,0.5
"5325","Native 30","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",1992,0.5,0.5
"5329","Native 30","gp",2,0.5,"!","{The_mother}","0",3014,0.5,0.5
"5333","Native 30","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2102,0.5,0.5
"5341","Native 30","gp",22,0.5,"!","{The_coach}","1",1522,0.5,0.5
"5355","Native 30","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",2004,0.5,0.5
"5366","Native 30","gp",19,-0.5,"!","{The_basketball_player}","1",1596,0.5,0.5
"5369","Native 30","gp",18,0.5,"!","{The_baby}","1",1448,0.5,0.5
"5384","Native 30","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",1957,0.5,0.5
"5391","Native 30","gp",21,-0.5,"!","{Anna_dressed_herself}","1",1123,0.5,0.5
"5395","Native 30","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",1621,0.5,0.5
"5418","Native 31","gp",7,0.5,"!","{The_man_woke_himself_up}","1",4944,0.5,0.5
"5426","Native 31","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",2872,0.5,0.5
"5433","Native 31","gp",3,0.5,"!","{The_two_journalists_met_the_president}","0",3978,0.5,0.5
"5439","Native 31","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",3669,0.5,0.5
"5445","Native 31","gp",2,-0.5,"!","{The_baby}","1",2093,0.5,0.5
"5452","Native 31","gp",14,-0.5,"!","{The_doctor}","0",1677,0.5,0.5
"5457","Native 31","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",5876,0.5,0.5
"5465","Native 31","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",4672,0.5,0.5
"5471","Native 31","gp",15,0.5,"!","{The_aunt_dressed_the_boy}","0",2349,0.5,0.5
"5479","Native 31","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",4214,0.5,0.5
"5491","Native 31","gp",19,0.5,"!","{The_coach_calmed_the_basketball_player_down}","0",3488,0.5,0.5
"5497","Native 31","gp",13,0.5,"!","{The_girl}","0",2056,0.5,0.5
"5501","Native 31","gp",17,0.5,"!","{The_two_men}","0",3455,0.5,0.5
"5512","Native 31","gp",1,0.5,"!","{The_man}","1",1275,0.5,0.5
"5516","Native 31","gp",8,-0.5,"!","{Mary_dressed_herself}","1",2639,0.5,0.5
"5526","Native 31","gp",22,-0.5,"!","{The_coach}","1",1307,0.5,0.5
"5533","Native 31","gp",23,0.5,"!","{The_mother_washed_the_child}","0",2954,0.5,0.5
"5536","Native 31","gp",6,-0.5,"!","{The_neighbour}","1",1564,0.5,0.5
"5539","Native 31","gp",9,0.5,"!","{The_pianist}","0",3356,0.5,0.5
"5545","Native 31","gp",18,-0.5,"!","{The_baby}","1",1310,0.5,0.5
"5552","Native 31","gp",21,0.5,"!","{Anna}","0",1246,0.5,0.5
"5563","Native 31","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",2887,0.5,0.5
"5567","Native 31","gp",5,0.5,"!","{The_father}","0",1667,0.5,0.5
"5575","Native 31","gp",10,-0.5,"!","{The_General}","1",1103,0.5,0.5
"5595","Native 32","gp",24,0.5,"!","{The_director}","1",2097,0.5,0.5
"5598","Native 32","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",3368,0.5,0.5
"5605","Native 32","gp",5,-0.5,"!","{The_boy}","1",1589,0.5,0.5
"5622","Native 32","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",4755,0.5,0.5
"5626","Native 32","gp",17,-0.5,"!","{The_terrorist}","1",1572,0.5,0.5
"5637","Native 32","gp",20,0.5,"!","{The_man}","1",2235,0.5,0.5
"5641","Native 32","gp",2,0.5,"!","{The_mother_dressed_herself}","1",3217,0.5,0.5
"5647","Native 32","gp",8,0.5,"!","{The_boy}","1",1373,0.5,0.5
"5653","Native 32","gp",16,0.5,"!","{The_assistant}","1",2965,0.5,0.5
"5663","Native 32","gp",10,0.5,"!","{The_two_soldiers_fought_each_other}","1",2755,0.5,0.5
"5666","Native 32","gp",9,-0.5,"!","{The_singer}","1",1935,0.5,0.5
"5669","Native 32","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",2134,0.5,0.5
"5672","Native 32","gp",23,-0.5,"!","{The_mother_washed_herself}","1",3861,0.5,0.5
"5690","Native 32","gp",21,-0.5,"!","{The_child}","1",1494,0.5,0.5
"5693","Native 32","gp",13,-0.5,"!","{The_boy}","1",1646,0.5,0.5
"5704","Native 32","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",1468,0.5,0.5
"5707","Native 32","gp",4,0.5,"!","{The_friend}","1",2452,0.5,0.5
"5715","Native 32","gp",1,-0.5,"!","{The_man}","1",2296,0.5,0.5
"5723","Native 32","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",3767,0.5,0.5
"5730","Native 32","gp",18,0.5,"!","{The_father_washed_himself}","1",1701,0.5,0.5
"5736","Native 32","gp",12,0.5,"!","{The_baby}","1",1571,0.5,0.5
"5743","Native 32","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",1355,0.5,0.5
"5755","Native 32","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",2260,0.5,0.5
"5759","Native 32","gp",14,0.5,"!","{The_doctor_woke_himself_up}","1",1780,0.5,0.5
"5787","Native 33","gp",23,0.5,"!","{The_mother}","0",2170,0.5,0.5
"5791","Native 33","gp",2,-0.5,"!","{The_mother_dressed_herself}","1",3362,0.5,0.5
"5799","Native 33","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",2679,0.5,0.5
"5810","Native 33","gp",20,-0.5,"!","{The_man}","1",3309,0.5,0.5
"5813","Native 33","gp",4,-0.5,"!","{The_friend}","1",2090,0.5,0.5
"5820","Native 33","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",3878,0.5,0.5
"5827","Native 33","gp",7,0.5,"!","{The_lady}","1",2160,0.5,0.5
"5839","Native 33","gp",19,0.5,"!","{The_basketball_player}","1",2132,0.5,0.5
"5842","Native 33","gp",21,0.5,"!","{Anna_dressed_herself}","1",2257,0.5,0.5
"5845","Native 33","gp",9,0.5,"!","{The_pianist_calmed_himself_down}","1",2422,0.5,0.5
"5855","Native 33","gp",8,-0.5,"!","{The_boy}","1",1776,0.5,0.5
"5858","Native 33","gp",15,0.5,"!","{The_boy}","1",1821,0.5,0.5
"5865","Native 33","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",3323,0.5,0.5
"5872","Native 33","gp",5,0.5,"!","{The_father_washed_himself}","1",1753,0.5,0.5
"5878","Native 33","gp",3,0.5,"!","{The_president}","1",1778,0.5,0.5
"5882","Native 33","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",2746,0.5,0.5
"5890","Native 33","gp",24,-0.5,"!","{The_director}","1",1755,0.5,0.5
"5896","Native 33","gp",11,0.5,"!","{The_friend}","1",1400,0.5,0.5
"5899","Native 33","gp",12,-0.5,"!","{The_baby}","1",2013,0.5,0.5
"5902","Native 33","gp",18,-0.5,"!","{The_father_washed_himself}","1",3561,0.5,0.5
"5906","Native 33","gp",1,0.5,"!","{The_lawyer_calmed_himself_down}","1",6967,0.5,0.5
"5921","Native 33","gp",14,-0.5,"!","{The_doctor_woke_the_nurse_up}","0",5106,0.5,0.5
"5927","Native 33","gp",16,-0.5,"!","{The_assistant}","1",2049,0.5,0.5
"5938","Native 33","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",3542,0.5,0.5
"5969","Native 34","gp",21,-0.5,"!","{Anna_dressed_herself}","1",3984,0.5,0.5
"5976","Native 34","gp",3,-0.5,"!","{The_two_journalists}","0",2218,0.5,0.5
"5982","Native 34","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",2854,0.5,0.5
"5985","Native 34","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",4117,0.5,0.5
"5991","Native 34","gp",15,-0.5,"!","{The_boy}","1",2188,0.5,0.5
"5998","Native 34","gp",4,0.5,"!","{The_two_children_hugged_their_friend}","0",4418,0.5,0.5
"6006","Native 34","gp",23,-0.5,"!","{The_child}","1",1456,0.5,0.5
"6010","Native 34","gp",20,0.5,"!","{The_two_friends_met_the_man}","0",2395,0.5,0.5
"6017","Native 34","gp",8,0.5,"!","{Mary_dressed_the_boy}","0",1935,0.5,0.5
"6020","Native 34","gp",19,-0.5,"!","{The_basketball_player}","1",1694,0.5,0.5
"6028","Native 34","gp",5,-0.5,"!","{The_father_washed_himself}","1",2560,0.5,0.5
"6032","Native 34","gp",12,0.5,"!","{The_nurse_washed_the_baby}","0",4028,0.5,0.5
"6047","Native 34","gp",7,-0.5,"!","{The_lady}","1",1366,0.5,0.5
"6053","Native 34","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",2525,0.5,0.5
"6061","Native 34","gp",18,0.5,"!","{The_baby}","1",1234,0.5,0.5
"6065","Native 34","gp",6,0.5,"!","{The_two_kids}","0",3768,0.5,0.5
"6076","Native 34","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",2832,0.5,0.5
"6084","Native 34","gp",10,0.5,"!","{The_General}","1",1741,0.5,0.5
"6087","Native 34","gp",24,0.5,"!","{The_two_actresses_met_the_director}","0",3626,0.5,0.5
"6090","Native 34","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",3727,0.5,0.5
"6098","Native 34","gp",22,0.5,"!","{The_coach}","1",1574,0.5,0.5
"6101","Native 34","gp",2,0.5,"!","{The_mother}","0",2585,0.5,0.5
"6108","Native 34","gp",11,-0.5,"!","{The_friend}","1",1500,0.5,0.5
"6116","Native 34","gp",14,0.5,"!","{The_nurse}","1",2087,0.5,0.5
"6144","Native 35","gp",1,0.5,"!","{The_man}","1",2473,0.5,0.5
"6147","Native 35","gp",23,0.5,"!","{The_mother_washed_the_child}","0",3814,0.5,0.5
"6150","Native 35","gp",18,-0.5,"!","{The_baby}","1",1653,0.5,0.5
"6160","Native 35","gp",2,-0.5,"!","{The_baby}","1",1622,0.5,0.5
"6168","Native 35","gp",3,0.5,"!","{The_two_journalists_met_the_president}","0",2863,0.5,0.5
"6175","Native 35","gp",13,0.5,"!","{The_boy}","1",1128,0.5,0.5
"6179","Native 35","gp",21,0.5,"!","{The_child}","1",3666,0.5,0.5
"6186","Native 35","gp",20,-0.5,"!","{The_two_friends_met_each_other}","1",2744,0.5,0.5
"6190","Native 35","gp",11,0.5,"!","{The_lady_woke_herself_up}","1",3823,0.5,0.5
"6196","Native 35","gp",10,-0.5,"!","{The_General}","1",1442,0.5,0.5
"6202","Native 35","gp",6,-0.5,"!","{The_neighbour}","1",986,0.5,0.5
"6205","Native 35","gp",5,0.5,"!","{The_boy}","1",893,0.5,0.5
"6215","Native 35","gp",9,0.5,"!","{The_singer}","1",2378,0.5,0.5
"6219","Native 35","gp",4,-0.5,"!","{The_two_children_hugged_each_other}","1",2858,0.5,0.5
"6224","Native 35","gp",17,0.5,"!","{The_terrorist}","1",1003,0.5,0.5
"6235","Native 35","gp",12,-0.5,"!","{The_nurse_washed_herself}","1",2307,0.5,0.5
"6244","Native 35","gp",15,0.5,"!","{The_aunt_dressed_herself}","1",2275,0.5,0.5
"6248","Native 35","gp",24,-0.5,"!","{The_two_actresses_met_each_other}","1",2379,0.5,0.5
"6251","Native 35","gp",14,-0.5,"!","{The_nurse}","1",1121,0.5,0.5
"6255","Native 35","gp",19,0.5,"!","{The_coach_calmed_the_basketball_player_down}","0",2244,0.5,0.5
"6263","Native 35","gp",22,-0.5,"!","{The_coach}","1",1423,0.5,0.5
"6272","Native 35","gp",7,0.5,"!","{The_man_woke_himself_up}","1",1954,0.5,0.5
"6279","Native 35","gp",8,-0.5,"!","{Mary_dressed_herself}","1",1999,0.5,0.5
"6299","Native 35","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",2052,0.5,0.5
"6319","Native 36","gp",18,0.5,"!","{The_father_washed_the_baby}","0",2527,0.5,0.5
"6336","Native 36","gp",21,-0.5,"!","{The_child}","1",1474,0.5,0.5
"6340","Native 36","gp",14,0.5,"!","{The_doctor_woke_the_nurse_up}","0",2642,0.5,0.5
"6344","Native 36","gp",5,-0.5,"!","{The_boy}","1",1550,0.5,0.5
"6352","Native 36","gp",10,0.5,"!","{The_two_soldiers_fought_the_General}","0",3787,0.5,0.5
"6358","Native 36","gp",23,-0.5,"!","{The_mother_washed_herself}","1",3336,0.5,0.5
"6366","Native 36","gp",16,0.5,"!","{The_assistant}","1",1631,0.5,0.5
"6378","Native 36","gp",15,-0.5,"!","{The_aunt_dressed_herself}","1",2759,0.5,0.5
"6382","Native 36","gp",1,-0.5,"!","{The_man}","1",3033,0.5,0.5
"6385","Native 36","gp",3,-0.5,"!","{The_two_journalists_met_each_other}","1",2878,0.5,0.5
"6393","Native 36","gp",2,0.5,"!","{The_mother_dressed_the_baby}","0",1894,0.5,0.5
"6396","Native 36","gp",20,0.5,"!","{The_man}","1",1259,0.5,0.5
"6405","Native 36","gp",4,0.5,"!","{The_friend}","1",2607,0.5,0.5
"6411","Native 36","gp",6,0.5,"!","{The_two_kids_fought_each_other}","1",2513,0.5,0.5
"6417","Native 36","gp",24,0.5,"!","{The_director}","1",1254,0.5,0.5
"6424","Native 36","gp",8,0.5,"!","{The_boy}","1",9896,0.5,0.5
"6431","Native 36","gp",9,-0.5,"!","{The_singer}","1",1428,0.5,0.5
"6454","Native 36","gp",19,-0.5,"!","{The_coach_calmed_himself_down}","1",2593,0.5,0.5
"6458","Native 36","gp",7,-0.5,"!","{The_man_woke_himself_up}","1",2775,0.5,0.5
"6461","Native 36","gp",12,0.5,"!","{The_baby}","1",1647,0.5,0.5
"6464","Native 36","gp",22,0.5,"!","{The_two_footballers_fought_each_other}","1",3073,0.5,0.5
"6467","Native 36","gp",11,-0.5,"!","{The_lady_woke_herself_up}","1",1978,0.5,0.5
"6471","Native 36","gp",17,-0.5,"!","{The_terrorist}","1",1297,0.5,0.5
"6478","Native 36","gp",13,-0.5,"!","{The_boy}","1",1562,0.5,0.5
"6496","Native 37","gp",17,0.5,"!","{The_two_men_fought_each_other}","1",2865,0.5,0.5
"6504","Native 37","gp",13,0.5,"!","{The_girl_calmed_herself_down}","1",2420,0.5,0.5
"6510","Native 37","gp",9,0.5,"!","{The_pianist_calmed_the_singer_down}","0",2185,0.5,0.5
"6520","Native 37","gp",6,-0.5,"!","{The_two_kids_fought_each_other}","1",1942,0.5,0.5
"6524","Native 37","gp",12,-0.5,"!","{The_baby}","1",1569,0.5,0.5
"6531","Native 37","gp",5,0.5,"!","{The_father_washed_the_boy}","0",2719,0.5,0.5
"6535","Native 37","gp",11,0.5,"!","{The_lady}","0",3098,0.5,0.5
"6538","Native 37","gp",1,0.5,"!","{The_lawyer_calmed_the_man_down}","0",2614,0.5,0.5
"6544","Native 37","gp",7,0.5,"!","{The_man}","0",1359,0.5,0.5
"6552","Native 37","gp",22,-0.5,"!","{The_two_footballers_fought_each_other}","1",2529,0.5,0.5
"6566","Native 37","gp",19,0.5,"!","{The_basketball_player}","1",2861,0.5,0.5
"6569","Native 37","gp",4,-0.5,"!","{The_friend}","1",1887,0.5,0.5
"6575","Native 37","gp",3,0.5,"!","{The_president}","1",1744,0.5,0.5
"6578","Native 37","gp",23,0.5,"!","{The_child}","1",1313,0.5,0.5
"6581","Native 37","gp",16,-0.5,"!","{The_assistant}","1",1559,0.5,0.5
"6585","Native 37","gp",21,0.5,"!","{Anna_dressed_the_child}","0",1595,0.5,0.5
"6593","Native 37","gp",14,-0.5,"!","{The_doctor_woke_himself_up}","1",2618,0.5,0.5
"6599","Native 37","gp",2,-0.5,"!","{The_mother_dressed_the_baby}","0",1582,0.5,0.5
"6625","Native 37","gp",24,-0.5,"!","{The_director}","1",1715,0.5,0.5
"6632","Native 37","gp",8,-0.5,"!","{Mary}","0",2178,0.5,0.5
"6636","Native 37","gp",15,0.5,"!","{The_aunt}","0",2067,0.5,0.5
"6645","Native 37","gp",10,-0.5,"!","{The_two_soldiers_fought_each_other}","1",4196,0.5,0.5
"6648","Native 37","gp",20,-0.5,"!","{The_man}","1",1026,0.5,0.5
"6656","Native 37","gp",18,-0.5,"!","{The_father_washed_himself}","1",3705,0.5,0.5
"6683","Native 38","gp",12,0.5,"!","{The_nurse_washed_herself}","1",3083,0.5,0.5
"6698","Native 38","gp",4,0.5,"!","{The_two_children_hugged_each_other}","1",2057,0.5,0.5
"6706","Native 38","gp",19,-0.5,"!","{The_basketball_player}","1",1715,0.5,0.5
"6712","Native 38","gp",7,-0.5,"!","{The_lady}","1",1129,0.5,0.5
"6719","Native 38","gp",17,-0.5,"!","{The_two_men_fought_each_other}","1",2426,0.5,0.5
"6726","Native 38","gp",3,-0.5,"!","{The_president}","1",1807,0.5,0.5
"6734","Native 38","gp",8,0.5,"!","{Mary_dressed_herself}","1",8374,0.5,0.5
"6737","Native 38","gp",6,0.5,"!","{The_neighbour}","1",2041,0.5,0.5
"6743","Native 38","gp",1,-0.5,"!","{The_lawyer_calmed_himself_down}","1",3690,0.5,0.5
"6754","Native 38","gp",9,-0.5,"!","{The_pianist_calmed_himself_down}","1",2298,0.5,0.5
"6757","Native 38","gp",13,-0.5,"!","{The_girl_calmed_herself_down}","1",1853,0.5,0.5
"6768","Native 38","gp",2,0.5,"!","{The_baby}","1",1772,0.5,0.5
"6771","Native 38","gp",5,-0.5,"!","{The_father_washed_himself}","1",1444,0.5,0.5
"6782","Native 38","gp",20,0.5,"!","{The_two_friends_met_each_other}","1",2293,0.5,0.5
"6785","Native 38","gp",11,-0.5,"!","{The_friend}","1",1222,0.5,0.5
"6792","Native 38","gp",23,-0.5,"!","{The_mother}","0",1569,0.5,0.5
"6799","Native 38","gp",21,-0.5,"!","{Anna_dressed_herself}","1",2654,0.5,0.5
"6805","Native 38","gp",14,0.5,"!","{The_nurse}","1",1534,0.5,0.5
"6808","Native 38","gp",16,0.5,"!","{The_researcher_woke_himself_up}","1",2473,0.5,0.5
"6816","Native 38","gp",15,-0.5,"!","{The_boy}","1",1211,0.5,0.5
"6822","Native 38","gp",10,0.5,"!","{The_General}","1",1556,0.5,0.5
"6829","Native 38","gp",24,0.5,"!","{The_two_actresses_met_each_other}","1",1680,0.5,0.5
"6836","Native 38","gp",18,0.5,"!","{The_baby}","1",1438,0.5,0.5
"6839","Native 38","gp",22,0.5,"!","{The_coach}","1",838,0.5,0.5
"6859","Native 39","gp",7,0.5,"!","{The_man_woke_himself_up}","1",4275,0.5,0.5
"6864","Native 39","gp",16,-0.5,"!","{The_researcher_woke_himself_up}","1",2897,0.5,0.5
